person_pdbId,name,bio,region
30,RAI BAHADUR DIWAN CHAND,"Deputy Inspector-General of Police, Rajratna Mrs. Dipakba Desai, Jaipur. Born 11th December, 1886. Baroda. Comes of an old and respectable family of Aroras of the Gujrat District (Punjab). Holds 609 bighas of land. Joined Punjab Police as probationary Sub-Inspector in 1914. Created Rai Sahib in 1921, being the first Police officer in the Punjab to earn this honour as a Sub-Inspector. Rose to be an Inspector in 1923, when still a very junior Sub- Inspector. Appointed Deputy Superintendent in 1928, when only a juniormost Inspector. Created Rai Bahadur in 1931, as a special reward for services rendered at Lahore at a most difficult period, 1929-30. In 1931 deputed to Jaipur State as Deputy Inspector-General of Police. Author of ""Police Guide"" and ""Practical Police Methods,"" the latter adopted in many Indian States as Police text-book.",ALL India
31,DIWAN BAHADUR Pt. DHARAM NARAINJI,"M.A., Rai Bahadur Diwan Chand, Deputy Bar-at-Law, Musahib Ala, Mewar State, Udaipur, was Inspector-General of Police, Jaipur. born in 1887. He was educated at Jodhpur and Downing College, Cambridge. Called to Bar from Middle Temple, London. Served as Superintendent, Court of Wards, Jodhpur, 1911-13 Judge, Fozdari Court, Jodhpur, 1914-22; Member, Mahendraj Sabha, Udaipur, 1922; Senior Member, Mehkma Khas, Udaipur, 1922-31; Senior Minister, 1931-35, and appointed Musahib Ala, Mewar State, 1935. Holds in Jagir six villages in Mewar and Marwar. Made Rao Sahib, 1920, and Diwan Bahadur, 1931.",ALL India
32,CAPTAIN RAI BAHADUR DIWAN DINANATH,"Minister-in-Waiting to His Highness the Maharaja Holkar of Indore State. Born in 1884. Educated at Government College, Lahore, and Exter College, Oxford. Is a Barrister-at-Law of Lincoln's Inn. Entered Indore service in 1914 as Assistant Private Secretary to His Highness the Maharaja Holkar and soon rose to be Huzur Secretary. Joined Patiala State service in 1920 as Judge, High Court. Appointed Foreign Secretary in 1923. Appointed Superintendent of Mandi State in 1924 and Chief Secretary, 1925, and served as Diwan and Chief Minister, 1927-30. Rejoined Indore State service 1930 as His Highness Maharaja Holkar's First Representative at the Court of His Excellency the Viceroy and served in this capacity till 31st August, 1933, also serving as a member of the Court of Arbit- ration appointed by His Excellency the Viceroy as a Representative of Holkar Government. Rejoined Patiala Government service as Minister of Public Health and Education, 1933. Rejoined Indore State Captain Rai Bahadur Diwan Dina Nath, Indore State. in 1937 as Minister-in-Waiting to His Highness the Maharaja Holkar.",ALL India
33,MAHARAJ FATEH SINGHJI,"C.S.I. Jodhpur State, has been in various high and responsible for long years with consuminate ability and exemplary devotion entrusted Member of the his Council care. and effected important capacities reforms including and those improvements of Military in Member every department and Home to raj following Fateh Singh, gracious certificate from His Highness the Maharaja of Jodhpur:- Maha- He glowing resigned and Home Membership in 1929. On his retirement he was honoured with the which I have been C.S.I., having tendered his resignation of his position as Home Member of Council faithful services pleased to accept, I desire to place on record appreciation of his long and of the Customs to the State. During his period of office as Home my Member of Council the receipts which reflects Department have risen from Rs. 16,84,444 in 1918-19 to Rs. 25,61,972 in 1927-28 in State affairs great credit on his administration of the Department. His opinion and experience the Council wish him a long period of well-earned rest."" have always been of the greatest service to the Durbar. I and his colleagues on Maharaj Fateh Singhji has ever been universally esteemed for his sterling abilities, high character and selfless munificence. He contributed large sums of money to the War Loan, the Viceroy's Quetta Relief Fund and the King's Silver Jubilee Fund. In recognition of this generous help on right occasions he was awarded the title of C.S.I. He annually gives to the Mayo College Rs. 150 for a gold medal in the name of Sir Leonard Reynolds and Rs. 150 for a gold medal for proficiency in English. He further gives Rs. 150 for a medal in the name of Lord Hardinge to the Rajput School, Jodhpur. He is always ready to offer a helping hand to any institution established for the good and welfare of the public. He has built a magnificient kothi named Fateh Vilas at Mount Abu at a cost of nearly one lakh of rupees. He has got a large family, many of whom are even now serving the State in responsible capacities. One of his grandsons is prosecuting higher studies in England in the Cambridge University.",ALL India
34,SHRI RAJKUMAR FATEHSINHJI,"M.A., LL.B. (Cantab), Bar-at-Law, F. Diwan, Limbdi State, since 1924. Born 1900. He is the third son of Maharana Shri Daulatsinhji, Thakore Sahib of Limbdi. Married to Kumar Rani Shri Nirmalkumari of Rajpipla. Had practised for sometime as a counsel in Privy Council cases. Holds highly pro- gressive ideas on social and constitutional questions. During his administration established a Law Commission and introduced legis- lation regarding early marriages, compulsory education in villages, prohibition of sale or use of country liquors; also systematised the Judiciary and reorganised the Revenue and Police Departments. Encouraged people to take part in the Municipal affairs of the Limbdi town. Has devoted special attention to the educational and medical needs of the subjects of Limbdi State. Shri Rajkumar Fatehsinhji, Diwan, Limbdi State. 235",ALL India
35,LEUT.-COLONEL SIR DONALD MOYLE FIELD,"Kt. C.I.E., Chief Minister, Jodhpur State, Rajputana. Born 19th November, 1881. Educated at Ton- bridge School and Royal Military Col- lege, Sandhurst. Served in the Indian Army from 1907. Attached to the Political Department of India from 1907 to 1935. Served as A.G.G., Madras States. Appointed Chief Minister, Jodh- pur State, in 1935. Received the title of C.I.E. in 1935 and was Knighted in February, 1937.",ALL India
36,SHRIMANT SARDAR BHUNJANGARAO YESHWANT RAO RAJE GHORPADE,Jagirdar of Gajendragad in Dharwar District and representative of the Junior Branch of the Sandur Ruling House. He is Vice-President of the Sandur State Council and a member of the Huzur Durbar. Has been in charge of his Jagir for over 30 years and has much improved upon his Jagir villages by giving permanency of tenure to his tenants.,ALL India
37,RAO BAHADUR BAJIRAO APPASAHIB GHATGE,"D.P.E. (Bombay) H.P.E. (Indore) Police Commissioner, Baroda State, 1936. Born 1877. En- Lt.-Col. Sir Donald M. Field, Kt., C.I.E., Chief Minister, Jodhpur State. tered Baroda Service, 1904. Served in various responsible capacities. Decorated with ""Rajratna Mandal"" (Silver) 1917, "" King's Police,"" 1920, ""Prince of Wales"" Silver Medal in 1921 and Rajratna Mandal"" Gold Medal in 1926 for suppressing outlawries in Kathiawar and Gujarat. Enjoys all-India exemption for Arms.",ALL India
38,RAO SAHIB KESHAV VINAYAK GODBOLE,"B.A., LL.B., the Dewan of the Phaltan State in the Deccan States Agency, was born on the 21st September, 1889. He was educated at the New English School and the Fergusson College, Poona, and the Government Law School, Bombay. After practising as a pleader in the Satara District for about four years he entered the Phaltan State service as a First-Class Subordinate Judge on the 27th October, 1921. He carried out the Revision Settlement of the State with marked ability and success in 1924 and in the same year was appointed Huzur Chitnis to the Ruler. In this responsible capacity he gave a highly creditable account of himself and in Feb- ruary, 1929, was appointed Diwan of the State. He was sent to Eng- land by the Ruler in 1931 and in 1932 to attend the second and third Round Table Conferences. In 1933 he again went to England as Rao Bahadur B.A. Ghatge, Police a representative of the States of Akalkot, Aundh, Bhor, Jamkhandi, Commissioner, Baroda State. Jath, Kurundwad (Senior), Miraj (Senior), Phaltan and Ramdurg in the Deccan and gave evidence on their behalf before the Joint Parliamentary Committee, besides representing their cases gene- rally before the authorities in England. 236 Mr. Godbole was awarded the title of Rao Sahib on 4th June, 1934, in recognition of the valuable services he rendered to the cause of the Deccan States. He was instrumental in successfully organising Their Majes- ties' Silver Jubilee Fund in the State. He is universally respected for his high character, command- ing intellect and nobility of manners. His conscientious devotion to duty is an example to all other officials of the State. Rao Sahib Godbole is also a well-known author in Marathi. His Maharashtra Shakuntal, the Marathi translation in prose and verse of the renowned Sanskrit classic, Kalidas' Shakuntal, is widely read in Maharashtra.",ALL India
39,KHAN SAHIB MIAN HAKIM DIN,"Government contractor, P.W.D., Jammu, is a worthy scion of a respectable family noted for its Rao Sahib K. V. Godbole B.A., LL.B., traditional loyalty to the Crown. His father, Diwan, Phaltan State. Mian Ghulam Mohammad, rendered valu- able services to the British Government at Mombasa, Nairobi (Africa) in 1900 as an Engineer, where he died. Khan Sahib Mian Hakim Din has to his credit a brilliant record of war services in Afghanistan with the British Legation, Kabul, in 1919. In recognition of useful services he was awarded the Victory Medal and made Khan Sahib.",ALL India
40,COLONEL SIR KAILAS NARAIN HAKSAR,"KT., C.I.E., Mashir-i- Khas Bahadur, Political Member, Gwalior State. Born 20th February, 1878. Private Secretary to the Maharaja Scindia, Khan Sahib M. Hakim Din, Jammu. 1903-12; Under-Secretary, Political Department, on Deputation, 1905-07; Capt., 4th Gwalior Imperial Service Infantry, 1903; Major, 1904; Lt.-Colonel, 1907; Colonel, 1924; Senior Member, Board of Revenue, 1909-14 Nominated member to the Indian Round Table Conference both sessions. Served as Secretary- General of the Indian States Delegation to the Round Table Conference also represented Government of H. H. Jammu and Kashmir at the second Round Table Conference.",ALL India
41,THAKUR SAHIB SRI HARI SINGHJI OF ACHROL,"Home Member, Council of State, Jaipur. Born 1901. Is the head of the Balbhadrot sub-clan of the Kachhwaha Rajputs, being descended from Raja Pirthiraj. Succeeded his father, Thakur Sahib Kesri Singhji, 1922. After finishing education appointed Member of the Council, Jaipur State. Worked in that capacity for about 8 years in various departments. In re- cognition of faithful and loyal services appointed Home Member, Council of State, Jaipur, in place of Rai Bahadur Purohit Sir Gopinathji, KT., C.I.E., M.A. Is a patron of art and learning and has a great respect for old ideas and traditions. Besides being a Tennis Champion is a good Thakur Sahib Sri Hari Singhji of Achrol, sportsman all round. In spite of getting little time from his official Home Member, Council of State, Jaipur. duties has introduced several reforms in his Thikana.",ALL India
42,ERIC STANLEY HIGHEV,"D.D.R., M.E.F.A., Forest Officer, Keonjhar State, Eastern States Agency. Born 10th October, 1892. After finishing his education in 1921 joined Keonjhar State Forest Service and is held in high esteem for his many qualities of head and heart. Did a refreshed course at the Imperial Institute of Forestry, Oxford, in 1929. Was deputed by the State.",ALL India
